customerID,MonthlyCharges,Contract,InternetService,Churn
3372-KWFBM,86.6,Month-to-month,Fiber optic,Yes
7831-QGOXH,85.2,Month-to-month,Fiber optic,Yes
6393-WRYZE,97.65,Month-to-month,Fiber optic,Yes
3941-XTSKM,45.1,One year,DSL,No
1661-CZBAU,70.95,One year,DSL,No
6599-RCLCJ,109.55,Month-to-month,Fiber optic,Yes
9831-BPFRI,89.55,One year,Fiber optic,Yes
5158-RIVOP,20.9,Two year,No,No
9788-YTFGE,19.95,Month-to-month,No,No
9277-JOOMO,24.6,Month-to-month,No,No
1907-YLNYW,66.7,Month-to-month,DSL,No
1725-MIMXW,19.45,Month-to-month,No,Yes
8947-YRTDV,94.8,One year,Fiber optic,No
3161-ONRWK,65.85,One year,DSL,No
0114-RSRRW,19.95,Month-to-month,No,No
4565-NLZBV,24.65,Two year,No,No
0031-PVLZI,20.35,Month-to-month,No,Yes
7206-GZCDC,69.25,Month-to-month,Fiber optic,Yes
6682-VCIXC,51.25,One year,DSL,No
4791-QRGMF,99.5,One year,Fiber optic,Yes
6475-VHUIZ,54.25,Month-to-month,DSL,No
3910-MRQOY,19.4,Two year,No,No
0661-WCQNQ,56.25,One year,DSL,No
7537-RBWEA,25.15,Month-to-month,DSL,No
4656-CAURT,23.95,Two year,No,No
0121-SNYRK,35.4,One year,DSL,No
1768-ZAIFU,25.2,Month-to-month,DSL,Yes
4671-LXRDQ,45,Month-to-month,DSL,Yes
3733-LSYCE,75.35,Month-to-month,Fiber optic,No
6265-FRMTQ,20.4,Two year,No,No
1934-SJVJK,20.15,Month-to-month,No,Yes
3838-OZURD,105,Month-to-month,Fiber optic,Yes
1371-DWPAZ,56.05,Two year,DSL,No
9269-CQOOL,54.7,Month-to-month,DSL,Yes
2017-CCBLH,20,Two year,No,No
7690-KPNCU,73.05,One year,DSL,No
0536-BGFMZ,20.5,Month-to-month,No,No
2293-IJWPS,100.75,One year,Fiber optic,No
2845-HSJCY,87.25,Month-to-month,Fiber optic,Yes
5469-NUJUR,19.95,Two year,No,No
1184-PJVDB,79.95,Month-to-month,Fiber optic,Yes
2625-TRCZQ,49.65,Month-to-month,DSL,No
4102-HLENU,65.65,Two year,DSL,No
7266-GSSJX,20.45,Month-to-month,No,No
7722-VJRQD,60.95,Two year,DSL,No
7073-QETQY,20.35,One year,No,No
9415-DPEWS,88.35,Month-to-month,Fiber optic,Yes
5624-RYAMH,19.5,Month-to-month,No,No
0196-JTUQI,75.2,Month-to-month,Fiber optic,No
7130-YXBRO,111.45,Month-to-month,Fiber optic,No
9272-LSVYH,70.15,Month-to-month,Fiber optic,No
7943-RQCHR,94.75,Month-to-month,Fiber optic,Yes
3793-MMFUH,95.05,Month-to-month,Fiber optic,Yes
3249-ZPQRG,78.45,Month-to-month,Fiber optic,Yes
2568-BRGYX,70.2,Month-to-month,Fiber optic,Yes
3084-DOWLE,92,Two year,DSL,No
1084-MNSMJ,85.5,Two year,DSL,No
7721-JXEAW,41.05,Month-to-month,DSL,Yes
7249-WBIYX,85.6,Month-to-month,Fiber optic,Yes
4238-HFHSN,82.15,Month-to-month,Fiber optic,No
6250-CGGUN,84.4,One year,Fiber optic,No
5478-JJVZK,60.9,Month-to-month,DSL,No
7596-IIWYC,20.25,Two year,No,No
6567-HOOPW,79.2,Month-to-month,Fiber optic,Yes
9793-WECQC,95.3,Month-to-month,Fiber optic,No
4291-HPAXL,19.85,Month-to-month,No,No
8999-YPYBV,84.35,Two year,DSL,No
1839-FBNFR,19.85,Two year,No,No
3164-AALRN,70,One year,DSL,Yes
3071-MVJCD,82.3,Two year,DSL,No
1697-BCSHV,66.8,Month-to-month,DSL,No
0562-KBDVM,44.6,Two year,DSL,No
1131-SUEKT,98.45,One year,Fiber optic,No
3717-OEAUQ,70.7,Month-to-month,Fiber optic,No
4538-WNTMJ,24.95,One year,No,No
3334-CTHOL,49.95,Month-to-month,DSL,Yes
4704-ERYFC,69.25,Month-to-month,Fiber optic,Yes
9432-RUVSL,102.5,Two year,Fiber optic,No
8060-HIWJJ,86.55,Two year,DSL,No
7684-XSZIY,24.3,Two year,No,No
9089-UOWJG,58.35,Month-to-month,DSL,No
8621-MNIHH,94.25,Month-to-month,Fiber optic,Yes
8039-ACLPL,68.75,Two year,DSL,No
9885-AIBVB,85.8,Month-to-month,Fiber optic,No
1934-MKPXS,20.1,One year,No,No
2592-YKDIF,20.35,Month-to-month,No,No
2272-JKMSI,110.8,One year,Fiber optic,No
0471-LVHGK,73,One year,DSL,Yes
9518-RWHZL,100.05,One year,Fiber optic,Yes
8714-CTZJW,82.85,Month-to-month,Fiber optic,No
3569-EDBPQ,84.35,Month-to-month,Fiber optic,No
3131-NWVFJ,19.55,One year,No,No
7521-YXVZY,19.95,Month-to-month,No,No
5419-CONWX,99.8,Month-to-month,Fiber optic,Yes
6240-EURKS,35,Month-to-month,DSL,Yes
2373-NTKOD,66.25,Month-to-month,DSL,No
1970-KKFWL,23.3,Two year,No,No
6960-HVYXR,76,Month-to-month,Fiber optic,Yes
9337-SRRNI,25.3,Two year,No,No
0895-UADGO,44.55,Two year,DSL,No
5678-VFNEQ,104.1,One year,Fiber optic,No
5977-CKHON,92.55,Month-to-month,Fiber optic,No
7024-OHCCK,93.85,Month-to-month,Fiber optic,Yes
2692-BUCFV,101.45,Month-to-month,Fiber optic,No
7861-UVUFT,84.3,Month-to-month,Fiber optic,Yes
1830-GGFNM,94.55,Two year,Fiber optic,No
5302-BDJNT,95.5,Month-to-month,Fiber optic,No
5223-UZAVK,100.3,One year,Fiber optic,No
4859-ZSRDZ,55.5,Two year,DSL,No
5651-WYIPH,49.85,Month-to-month,DSL,No
9350-VLHMB,89.55,Month-to-month,Fiber optic,No
3498-LZGQZ,19.15,Two year,No,No
8785-CJSHH,99.8,Month-to-month,Fiber optic,No
5357-TZHPP,84.4,Month-to-month,Fiber optic,Yes
3870-SPZSI,113.05,Two year,Fiber optic,No
0680-DFNNY,101.1,Month-to-month,Fiber optic,Yes
7560-QRBXH,19.95,One year,No,No
7077-XJMET,74.15,Month-to-month,DSL,No
8752-GHJFU,92,One year,Fiber optic,No
6896-SRVYQ,73.85,Month-to-month,Fiber optic,No
7767-UXAGJ,50.45,Month-to-month,DSL,Yes
4652-ODEVH,24.45,Two year,No,No
6510-UPNKS,24.8,One year,No,No
6718-BDGHG,64.85,One year,DSL,No
9046-DQMTP,20.75,Month-to-month,No,No
6439-LAJXL,68.95,Month-to-month,DSL,No
1571-SAVHK,99.95,Month-to-month,Fiber optic,Yes
9052-VKDUW,109.4,Month-to-month,Fiber optic,No
9546-CQJSU,91.4,Month-to-month,Fiber optic,Yes
1666-JZPZT,49,Month-to-month,DSL,No
5777-KJIRB,50.25,One year,DSL,No
0506-LVNGN,75.55,Month-to-month,Fiber optic,Yes
7677-SJJJK,19.9,One year,No,No
2480-EJWYP,97.8,One year,Fiber optic,No
3253-HKOKL,100.3,One year,Fiber optic,No
7055-HNEOJ,55.8,Month-to-month,DSL,No
5514-YQENT,111.15,Two year,Fiber optic,No
3211-AAPKX,98.55,Month-to-month,Fiber optic,No
8445-DNBAE,50.05,Month-to-month,DSL,No
2951-QOQTK,80.8,Month-to-month,Fiber optic,Yes
2958-NHPPS,20.85,Month-to-month,No,No
6806-YDEUL,19.5,Month-to-month,No,No
1735-XMJVH,19.35,Month-to-month,No,No
6890-PFRQX,69.5,Month-to-month,DSL,No
0222-CNVPT,48.8,Month-to-month,DSL,No
5899-OUVKV,94.5,Month-to-month,Fiber optic,No
8681-ICONS,20.65,Month-to-month,No,No
1621-YNCJH,106.05,Two year,Fiber optic,No
3473-XIIIT,100,Month-to-month,Fiber optic,Yes
6362-QHAFM,108.3,One year,Fiber optic,No
7893-IXHRQ,20.55,Month-to-month,No,Yes
3070-BDOQC,99.65,Two year,Fiber optic,No
2952-QAYZF,85.3,Month-to-month,Fiber optic,Yes
6234-PFPXL,95.9,Month-to-month,Fiber optic,No
9824-QCJPK,20,One year,No,No
4763-PGDPO,70.4,Month-to-month,Fiber optic,Yes
4283-IVYCI,64.95,Month-to-month,DSL,No
1866-OBPNR,74.6,Month-to-month,Fiber optic,No
8205-MQUGY,49.2,Month-to-month,DSL,No
8970-ANWXO,73.75,One year,DSL,No
9480-BQJEI,92.3,One year,Fiber optic,No
5394-SVGJV,98.8,Month-to-month,Fiber optic,Yes
6979-TNDEU,19.2,Month-to-month,No,No
9777-WJJPR,88.65,Month-to-month,Fiber optic,No
9283-LZQOH,74.4,Month-to-month,Fiber optic,Yes
7079-QRCBC,98.75,Month-to-month,Fiber optic,Yes
9495-SKLKD,95.95,Month-to-month,Fiber optic,No
6048-UWKAL,105.4,Two year,Fiber optic,No
5067-DGXLL,20.25,Month-to-month,No,No
5469-CTCWN,106,One year,Fiber optic,Yes
9851-QXEEQ,104.7,Month-to-month,Fiber optic,Yes
6281-FKEWS,49.05,One year,DSL,No
8898-KASCD,35.55,One year,DSL,No
9242-TKFSV,65.1,Two year,DSL,No
9290-SHCMB,96.85,Month-to-month,Fiber optic,No
0743-HNPFG,69.75,One year,DSL,No
2277-BKJKN,99.2,Two year,Fiber optic,No
9809-IMGCQ,96.7,Month-to-month,Fiber optic,Yes
5208-HFSBT,55.05,Month-to-month,DSL,Yes
5035-PGZXH,106.8,One year,Fiber optic,No
8695-WDYEA,51.25,Month-to-month,DSL,No
6543-JXSOO,57.75,One year,DSL,No
8016-ZMGMO,70.85,One year,DSL,No
8605-ITULD,19.55,Month-to-month,No,No
3254-YRILK,88.2,Month-to-month,Fiber optic,Yes
6416-YJTTB,79.5,Month-to-month,Fiber optic,No
2667-WYLWJ,19.75,One year,No,Yes
4472-VESGY,98.15,Month-to-month,Fiber optic,No
3195-TQDZX,20.25,Month-to-month,No,No
3128-YOVTD,79.15,Month-to-month,Fiber optic,No
0529-ONKER,75.65,Month-to-month,Fiber optic,Yes
1728-CXQBE,94.25,Month-to-month,Fiber optic,No
7041-TXQJH,40.2,Month-to-month,DSL,No
5014-GSOUQ,19.95,Two year,No,No
5724-BIDBU,55.35,One year,DSL,No
0481-SUMCB,102.15,One year,Fiber optic,No
1769-GRUIK,71.1,Month-to-month,Fiber optic,No
5240-IJOQT,74.7,Month-to-month,Fiber optic,Yes
8819-WFGGJ,54.1,Two year,DSL,No
7427-AUFPY,19.65,Two year,No,No
2811-POVEX,88.45,Month-to-month,Fiber optic,No
1092-GANHU,76.65,Month-to-month,Fiber optic,Yes
7898-PDWQE,80.4,Two year,DSL,No
9972-EWRJS,19.25,Two year,No,No
9314-IJWSQ,84.8,Month-to-month,Fiber optic,No
0661-XEYAN,25.8,Month-to-month,DSL,Yes
5799-JRCZO,19.5,Two year,No,No
1921-KYSAY,68.6,One year,DSL,No
6198-RTPMF,92.6,Month-to-month,Fiber optic,No
2924-KHUVI,100.55,One year,Fiber optic,No
1925-GMVBW,20.55,Month-to-month,No,No
7881-EVUAD,42.6,Month-to-month,DSL,Yes
6184-DYUOB,19.6,Month-to-month,No,No
9207-ZPANB,67.45,One year,DSL,No
5766-XQXMQ,68.85,Month-to-month,DSL,Yes
9327-QSDED,43.55,Month-to-month,DSL,No
1656-DRSMG,109.85,Month-to-month,Fiber optic,No
3012-VFFMN,20.65,Month-to-month,No,No
2984-AFWNC,95.4,Month-to-month,Fiber optic,No
0640-YJTPY,21,Two year,No,No
8096-LOIST,56.2,Month-to-month,DSL,No
9764-REAFF,18.4,Two year,No,No
3703-VAVCL,90,Month-to-month,Fiber optic,Yes
7107-UBYKY,25.75,Month-to-month,No,No
4881-GQJTW,19.6,Month-to-month,No,No
8519-QJGJD,75.35,Month-to-month,Fiber optic,Yes
7876-DNYAP,19.8,Two year,No,No
7905-NJMXS,64.2,Month-to-month,DSL,No
2882-WDTBA,75.75,Two year,DSL,No
2091-GPPIQ,78.95,Two year,DSL,No
6326-MTTXK,100.85,Month-to-month,Fiber optic,Yes
5071-FBJFS,50.3,Month-to-month,DSL,No
2796-UUZZO,80.3,Month-to-month,Fiber optic,No
2429-AYKKO,19.85,Two year,No,No
9798-OPFEM,21.1,Two year,No,No
0330-IVZHA,69.95,Month-to-month,Fiber optic,Yes
3794-NFNCH,50,Month-to-month,DSL,No
5193-QLVZB,104.75,Two year,Fiber optic,No
7114-AEOZE,19.85,Two year,No,No
2886-KEFUM,107.5,One year,Fiber optic,Yes
5522-NYKPB,85.9,Month-to-month,Fiber optic,No
4237-RLAQD,45.85,Month-to-month,DSL,Yes
9957-YODKZ,80.8,Month-to-month,Fiber optic,No
6518-KZXCB,25.25,Two year,No,No
2245-ADZFJ,80.55,Two year,DSL,No
7776-QGYJC,81.5,Month-to-month,Fiber optic,No
9313-QOLTZ,20.9,Month-to-month,No,No
9651-GTSAQ,106.1,One year,Fiber optic,Yes
3186-BAXNB,91.7,Month-to-month,Fiber optic,Yes
4672-FOTSD,67.25,Month-to-month,DSL,No
0637-YLETY,95.6,Month-to-month,Fiber optic,Yes
9818-XQCUV,20.35,Month-to-month,No,No
7338-ERIVA,45.05,One year,DSL,No
1157-BQCUW,74.95,Month-to-month,Fiber optic,Yes
8259-NFJTV,34.65,Month-to-month,DSL,No
3223-DWFIO,69.35,Month-to-month,Fiber optic,No
2660-EMUBI,95.35,Month-to-month,Fiber optic,Yes
6968-GMKPR,81.55,Month-to-month,Fiber optic,No
4751-ERMAN,75.4,Two year,DSL,No
1436-ZMJAN,67.8,Month-to-month,DSL,No
3292-PBZEJ,111.4,Month-to-month,Fiber optic,No
0799-DDIHE,46.3,Month-to-month,DSL,No
3070-FNFZQ,20.4,Two year,No,No
2812-SFXMJ,20.05,Month-to-month,No,No
7675-OZCZG,45,Month-to-month,DSL,Yes
5014-WUQMG,96.1,One year,Fiber optic,No
5312-TSZVC,19.65,One year,No,No
2003-CKLOR,99.5,Month-to-month,Fiber optic,Yes
0993-OSGPT,60.65,One year,DSL,No
9254-RBFON,98.6,One year,Fiber optic,Yes
1205-WNWPJ,59.5,Month-to-month,DSL,Yes
9391-EOYLI,80.45,Month-to-month,Fiber optic,Yes
7108-DGVUU,71.7,One year,DSL,No
2782-JEEBU,36,Month-to-month,DSL,No
5127-BZENZ,65.2,One year,DSL,No
2720-FVBQP,48.95,Month-to-month,DSL,No
9906-NHHVC,53.5,Two year,DSL,No
4522-XRWWI,80.45,One year,DSL,No
3766-EJLFL,109.05,Two year,Fiber optic,No
5939-SXWHM,26.3,Two year,No,No
8152-UOBNY,106.8,One year,Fiber optic,No
7351-KYHQH,64.95,Month-to-month,DSL,No
7643-RCHXS,19.35,Two year,No,No
8246-SHFGA,21.1,Month-to-month,No,No
8387-MOJJT,77.95,Month-to-month,Fiber optic,Yes
0620-XEFWH,18.85,Month-to-month,No,No
6485-QXWWE,26,Two year,No,No
2761-OCIAX,74.7,Month-to-month,Fiber optic,Yes
7321-VGNKU,70.35,Month-to-month,Fiber optic,No
5327-CNLUQ,96.9,Two year,Fiber optic,No
7552-KEYGT,19.55,Two year,No,No
5816-JMLGY,80.4,Two year,DSL,No
3068-OMWZA,88.8,Month-to-month,Fiber optic,Yes
2927-QRRQV,94.65,One year,Fiber optic,No
6032-KRXXO,90.25,Month-to-month,Fiber optic,Yes
7459-RRWQZ,64.65,Month-to-month,DSL,Yes
6265-SXWBU,95.75,One year,Fiber optic,No
7941-RCJOW,19.55,Two year,No,No
6374-NTQLP,104.1,Two year,Fiber optic,No
4154-AQUGT,89.05,Month-to-month,Fiber optic,Yes
2387-KDZQY,20.1,One year,No,No
3584-WKTTW,111.55,One year,Fiber optic,No
3399-BMLVW,60.5,Two year,DSL,No
1971-DTCZB,90.95,Two year,DSL,No
3092-IGHWF,87.4,One year,Fiber optic,Yes
3374-PZLXD,19.7,Month-to-month,No,No
3813-DHBBB,50.95,Two year,DSL,No
2812-REYAT,20.05,One year,No,No
6518-PPLMZ,19.4,Two year,No,No
4939-KYYPY,59.45,Month-to-month,DSL,No
8017-LXHFA,94.75,Month-to-month,Fiber optic,Yes
5930-GBIWP,81.5,Two year,DSL,No
6022-KOUQO,29.05,Month-to-month,DSL,No
6352-TWCAU,86.45,Month-to-month,Fiber optic,Yes
2361-UPSND,70.6,One year,DSL,No
6035-RIIOM,97.2,Two year,Fiber optic,No
2929-QNSRW,98.25,One year,Fiber optic,Yes
1262-OPMFY,75.75,Month-to-month,Fiber optic,Yes
9504-DSHWM,59.2,Month-to-month,DSL,No
5035-BVCXS,75.9,Month-to-month,Fiber optic,No
6267-DCFFZ,90.05,Month-to-month,Fiber optic,No
3533-UVMOM,70.95,Two year,DSL,No
2439-LYPMQ,102.6,Month-to-month,Fiber optic,No
4248-QPAVC,85.35,Month-to-month,Fiber optic,Yes
1899-VXWXM,106.1,One year,Fiber optic,Yes
1478-VPOAD,43.8,Month-to-month,DSL,No
9995-HOTOH,59,Two year,DSL,No
2988-PLAHS,69.95,One year,DSL,No
1371-OJCEK,24.35,One year,No,No
4999-IEZLT,29.45,One year,DSL,No
8883-ANODQ,84.4,Two year,Fiber optic,No
4690-LLKUA,45.05,Month-to-month,DSL,Yes
2351-RRBUE,20.65,One year,No,No
5980-BDHPY,87.1,Two year,DSL,No
1498-DQNRX,19.85,Month-to-month,No,No
9469-WEJBT,90.35,Month-to-month,Fiber optic,No
3331-HQDTW,109.8,Month-to-month,Fiber optic,Yes
9490-DFPMD,84.65,Month-to-month,Fiber optic,Yes
2581-VKIRT,65.5,One year,DSL,No
5442-XSDCW,79.5,Month-to-month,Fiber optic,Yes
7426-WEIJX,80.95,Month-to-month,Fiber optic,No
2851-MMUTZ,56.15,Month-to-month,DSL,No
3049-NDXFL,85.8,Month-to-month,Fiber optic,Yes
8580-AECUZ,79.1,Month-to-month,Fiber optic,Yes
3307-TLCUD,34.4,Month-to-month,DSL,No
6625-FLENO,20.75,Two year,No,No
2967-MXRAV,18.8,One year,No,No
7963-GQRMY,44.3,Month-to-month,DSL,Yes
8189-HBVRW,90.8,Month-to-month,Fiber optic,No
4163-KIUHY,25.6,Month-to-month,No,No
1228-FZFRV,105.95,Month-to-month,Fiber optic,Yes
3500-NSDOA,70.8,Two year,DSL,No
1171-TYKUR,25.4,Month-to-month,No,No
3761-FLYZI,108.8,Month-to-month,Fiber optic,No
2058-DCJBE,69.75,Month-to-month,Fiber optic,Yes
5364-XYIRR,94.65,Month-to-month,Fiber optic,Yes
4829-AUOAX,96.05,Month-to-month,Fiber optic,Yes
1219-NNDDO,76.85,Month-to-month,Fiber optic,No
8388-DMKAE,20.25,Two year,No,No
4403-BWPAY,24.8,One year,No,No
9659-QEQSY,115.65,Month-to-month,Fiber optic,No
5405-ZMYXQ,74.6,Month-to-month,Fiber optic,No
5047-LHVLY,50.15,Month-to-month,DSL,Yes
1442-OKRJE,103.15,One year,Fiber optic,No
4737-AQCPU,72.1,Two year,DSL,No
9158-VCTQB,113.6,Month-to-month,Fiber optic,Yes
2808-CHTDM,25.1,Two year,No,No
6311-UEUME,78.9,Month-to-month,Fiber optic,Yes
0793-TWELN,80.15,Month-to-month,Fiber optic,No
3283-WCWXT,25.4,Two year,No,No
1060-ENTOF,105.4,One year,Fiber optic,No
0999-QXNSA,45.75,Month-to-month,DSL,No
5451-MHQOF,24.45,One year,No,No
4836-WNFNO,25,Two year,No,No
9225-BZLNZ,85.25,Two year,DSL,No
0354-VXMJC,19.6,Two year,No,No
4422-QVIJA,50.15,Month-to-month,DSL,No
9365-SRSZE,70.55,Month-to-month,Fiber optic,No
6839-ITVZJ,60.05,Month-to-month,DSL,Yes
8332-OSJDW,26.4,One year,No,No
4735-BJKOU,20.15,Two year,No,No
0274-JKUJR,58.85,Month-to-month,DSL,No
5740-YHGTW,97.55,Month-to-month,Fiber optic,No
8917-SZTTJ,19.65,Two year,No,No
1696-MZVAU,25.25,One year,DSL,No
7359-WWYJV,114.45,Two year,Fiber optic,No
0375-HVGXO,34.7,Month-to-month,DSL,Yes
4906-ZHGPK,70.7,One year,DSL,No
8593-WHYHV,85.3,Month-to-month,Fiber optic,Yes
3795-GWTRD,75.55,Two year,DSL,No
1298-PHBTI,84.8,Two year,Fiber optic,No
6223-DHJGV,20.65,One year,No,No
6961-MJKBO,20.45,Two year,No,No
6097-EQISJ,102.45,One year,Fiber optic,Yes
4423-YLHDV,104.4,Month-to-month,Fiber optic,Yes
8158-WPEZG,35.65,Month-to-month,DSL,No
0107-YHINA,99.75,Month-to-month,Fiber optic,Yes
4918-FYJNT,90.45,Month-to-month,Fiber optic,No
0727-BNRLG,97.65,Two year,Fiber optic,No
4854-CIDCF,73.85,Month-to-month,Fiber optic,No
8640-SDGKB,74.4,Month-to-month,DSL,Yes
3280-MRDOF,69.1,Two year,DSL,No
6435-SRWBJ,82.75,Month-to-month,Fiber optic,No
9964-WBQDJ,24.4,Two year,No,No
6303-KFWSL,55.25,One year,DSL,No
1702-CCFNJ,61.35,Month-to-month,DSL,No
8932-CZHRQ,76.75,One year,DSL,No
0386-CWRGM,19.4,Two year,No,No
5515-RUGKN,54.75,Month-to-month,DSL,No
0404-AHASP,19.7,Two year,No,No
7279-NMVJC,19.9,One year,No,No
2081-VEYEH,107.95,Month-to-month,Fiber optic,No
6407-UTSLV,83.8,Month-to-month,Fiber optic,No
4116-TZAQJ,74.25,Month-to-month,Fiber optic,Yes
9060-HJJRW,56.4,One year,DSL,No
2587-YNLES,20.1,Two year,No,No
7398-SKNQZ,94.9,Month-to-month,Fiber optic,No
5935-FCCNB,94.2,Month-to-month,Fiber optic,No
1958-RNRKS,49.9,Month-to-month,DSL,No
5136-RGMZO,71.05,Month-to-month,DSL,No
8345-MVDYC,81.65,Two year,DSL,No
8226-BXGES,89.45,One year,Fiber optic,No
3877-JRJIP,59.85,Month-to-month,DSL,Yes
8375-DKEBR,69.6,Month-to-month,Fiber optic,Yes
9705-IOVQQ,99,One year,Fiber optic,No
1015-OWJKI,19.05,Month-to-month,No,No
7511-YMXVQ,45.4,Month-to-month,DSL,Yes
2040-XBAVJ,114.45,Two year,Fiber optic,No
7551-JOHTI,19.5,Month-to-month,No,Yes
8887-IPQNC,44.25,Month-to-month,DSL,No
8646-JCOMS,90.55,One year,Fiber optic,No
9804-ICWBG,69.9,Month-to-month,Fiber optic,Yes
1222-KJNZD,20.4,Month-to-month,No,No
0106-GHRQR,71.4,Month-to-month,DSL,No
5318-IXUZF,87.15,Month-to-month,Fiber optic,Yes
3768-VHXQO,24.85,Two year,No,No
8952-WCVCD,104.45,One year,Fiber optic,No
2418-TPEUN,19.8,Two year,No,No
3963-RYFNS,116.45,Two year,Fiber optic,No
3198-VELRD,84.75,Month-to-month,Fiber optic,Yes
8540-ZQGEA,20.05,Two year,No,No
1320-REHCS,110.75,Month-to-month,Fiber optic,No
4137-JOPHL,89.7,Two year,Fiber optic,No
9436-ZBZCT,89.95,Month-to-month,Fiber optic,Yes
7801-CEDNV,48.7,One year,DSL,No
2057-BOYKM,96.6,Two year,Fiber optic,No
3658-QQJYD,74.3,One year,DSL,No
1803-BGNBD,54.3,Month-to-month,DSL,No
0134-XWXCE,74.85,One year,DSL,No
6950-TWMYB,79.95,Two year,Fiber optic,No
5848-FHRFC,20.05,Two year,No,No
2243-FNMMI,19.4,Month-to-month,No,No
2511-MORQY,54.9,One year,DSL,No
5356-KZCKT,24.45,Two year,No,No
9470-XCCEM,89.65,Month-to-month,Fiber optic,No
6519-CFDBX,45.4,Month-to-month,DSL,No
3902-MIVLE,75.7,Two year,DSL,No
0409-WTMPL,110.65,One year,Fiber optic,No
8763-KIAFH,20.55,One year,No,No
3669-WHAFY,115.15,Two year,Fiber optic,No
3055-VTCGS,58.55,One year,DSL,No
3144-KMTWZ,93.25,Month-to-month,Fiber optic,No
7279-BUYWN,113.2,Month-to-month,Fiber optic,Yes
7156-MHUGY,90.5,Month-to-month,Fiber optic,Yes
7198-GLXTC,79,Month-to-month,Fiber optic,Yes
2007-QVGAW,19.35,Two year,No,No
5207-PLSTK,48.75,Month-to-month,DSL,No
2307-FYNNL,109.05,Two year,Fiber optic,No
5605-XNWEN,25,Two year,No,No
2155-AMQRX,54.9,Month-to-month,DSL,No
6181-AXXYF,24.75,Two year,No,No
5091-HFAZW,91.15,Month-to-month,Fiber optic,No
0516-VRYBW,20.15,One year,No,Yes
2519-LBNQL,104.35,One year,Fiber optic,No
8623-ULFNQ,66.05,Month-to-month,DSL,No
8380-PEFPE,71.65,Month-to-month,Fiber optic,Yes
5687-DKDTV,20.35,Month-to-month,No,Yes
1568-LJSZU,92.2,Two year,DSL,No
7530-HDYDS,84.25,Month-to-month,Fiber optic,Yes
7789-HKSBS,105.2,One year,Fiber optic,No
7416-CKTEP,19.6,Two year,No,No
2586-CWXVV,30.4,Month-to-month,DSL,No
3096-IZETN,78.1,Month-to-month,Fiber optic,Yes
2348-KCJLT,61.5,One year,DSL,No
8401-EMUWF,69.4,Month-to-month,DSL,No
4193-IBKSW,24.75,Two year,No,No
5377-NDTOU,91.05,Two year,DSL,No
5922-ABDVO,89.65,Month-to-month,Fiber optic,Yes
2474-LCNUE,73.65,Month-to-month,DSL,No
0839-QNXME,19.4,Two year,No,No
3506-OVLKD,26.2,One year,No,No
9172-ANCRX,98.7,Month-to-month,Fiber optic,Yes
6650-VJONK,43.85,Month-to-month,DSL,No
2178-PMGCJ,69.7,Month-to-month,Fiber optic,No
7492-TAFJD,38.55,Two year,DSL,No
2773-MADBQ,53.1,Two year,DSL,No
6016-LVTJQ,20.65,Month-to-month,No,No
7860-KSUGX,64.45,Two year,DSL,No
8966-KZXXA,25.1,Two year,No,No
6910-HADCM,76.35,Month-to-month,Fiber optic,Yes
4816-LXZYW,79.15,Month-to-month,Fiber optic,Yes
9606-PBKBQ,85,Month-to-month,Fiber optic,Yes
5149-QYTTU,95.15,One year,Fiber optic,No
2070-XYMFH,79.35,Month-to-month,Fiber optic,No
2085-BOJKI,96.65,One year,Fiber optic,No
0817-HSUSE,75.5,Month-to-month,DSL,No
5442-PPTJY,19.7,Two year,No,No
1927-QEWMY,20.5,Two year,No,No
1663-MHLHE,19.2,Month-to-month,No,No
5663-QBGIS,98.35,Two year,Fiber optic,No
4450-MDZFX,74.35,Month-to-month,Fiber optic,No
6701-DHKWQ,51.35,Two year,DSL,No
7554-AKDQF,45.65,Month-to-month,DSL,No
3536-IQCTX,85.3,Month-to-month,Fiber optic,Yes
4911-BANWH,86.55,Month-to-month,Fiber optic,Yes
8496-EJAUI,73.85,Month-to-month,Fiber optic,Yes
0794-YVSGE,20.3,Two year,No,No
5423-BHIXO,54.2,Month-to-month,DSL,No
6908-VVYHM,90.65,Month-to-month,Fiber optic,No
2959-EEXWB,50.9,Month-to-month,DSL,No
1839-UMACK,25.05,One year,No,No
3030-YDNRM,74.85,Month-to-month,Fiber optic,No
7321-KKSDU,20.5,Two year,No,No
3402-XRIUO,63.55,Month-to-month,DSL,No
3132-TVFDZ,44.85,Month-to-month,DSL,Yes
8286-AFUYI,47.95,Month-to-month,DSL,No
8080-DDEMJ,45.1,Month-to-month,DSL,Yes
8356-WUAOJ,45,Month-to-month,DSL,No
6365-MTGZX,96,Month-to-month,Fiber optic,Yes
1349-WXNGG,20.05,Month-to-month,No,Yes
8058-DMYRU,90.05,Month-to-month,Fiber optic,No
9350-ZXYJC,25.3,Two year,No,No
6990-YNRIO,108.65,Two year,Fiber optic,Yes
8958-JPTRR,24.3,One year,No,No
6959-GQEGV,75.95,Month-to-month,DSL,No
3173-WSSUE,19.7,Two year,No,No
1265-HVPZB,66.4,One year,DSL,No
4115-UMJFQ,35.75,One year,DSL,No
7369-TRPFD,18.8,One year,No,No
1098-KFQEC,19.4,Two year,No,No
7190-XHTWJ,19.3,One year,No,No
0621-TWIEM,45.55,Month-to-month,DSL,Yes
3537-RYBHH,67.45,Month-to-month,DSL,No
